,freq_tr,freq_te,cnt_tr,cnt_te,abs_diff,rel_change
EDN2,0.0024189646831156266,0.004713275726630008,15,12,0.0022943110435143816,0.9484681853888454
EED,0.00725689404934688,0.010997643362136685,45,28,0.003740749312789805,0.5154752553024351
EEF1AKMT1,0.0,0.003142183817753339,0,8,0.003142183817753339,
EEF1B2,0.004676665054023544,0.006284367635506678,29,16,0.0016077025814831333,0.34377116233713484
EEF1E1,0.0027414933075310434,0.003142183817753339,17,8,0.0004006905102222954,0.1461577561110855
EEF2,0.011127237542331882,0.022780832678711706,69,58,0.011653595136379823,1.0473035281259606
EEIG1,0.0,0.0,0,0,0.0,
EFEMP1,0.009030801483631673,0.0192458758837392,56,49,0.010215074400107526,1.1311370777690495
EFEMP2,0.008547008547008548,0.014139827179890024,53,36,0.005592818632881476,0.6543597800471326
EFHC1,0.009030801483631673,0.020031421838177535,56,51,0.011000620354545862,1.218122264616766
EFHD1,0.0041928721174004195,0.01335428122545169,26,34,0.00916140910805127,2.184996072270228
EFNA1,0.0019351717464925011,0.005106048703849175,12,13,0.0031708769573566744,1.6385506677140615
EFNA3,0.001451378809869376,0.007855459544383346,9,20,0.00640408073451397,4.412411626080125
EFNA5,0.0043541364296081275,0.007462686567164179,27,19,0.0031085501375560515,0.7139303482587065
EFS,0.006450572488308337,0.05066771406127259,40,129,0.04421714157296425,6.854762372348783
EGF,0.016126431220770843,0.03220738413197172,100,82,0.016080952911200874,0.9971798900235662
EGFR,0.0382196419932269,0.0816967792615868,237,208,0.0434771372683599,1.1375600346037964
EGLN2,0.0038703434929850023,0.014532600157109192,24,37,0.01066225666412419,2.754860565593088
EGLN3,0.0016126431220770843,0.007069913589945012,10,18,0.005457270467867928,3.384053417124902
EGR1,0.009030801483631673,0.01767478397486253,56,45,0.008643982491230858,0.9571667040736169
EGR2,0.009514594420254797,0.0204241948153967,59,52,0.010909600395141904,1.1466174923775414
EGR3,0.005805515239477504,0.019638648860958365,36,50,0.01383313362148086,2.3827572663000782
EHD1,0.007418158361554588,0.018460329929300863,46,47,0.011042171567746275,1.4885327367737968
EHHADH,0.010159651669085631,0.023173605655930872,63,59,0.013013953986845241,1.2809448995623387
EI24,0.003386550556361877,0.012568735271013355,21,32,0.009182184714651478,2.711367972169229
EIF1,0.0008063215610385422,0.003142183817753339,5,8,0.0023358622567147967,2.896936370777691
EIF1AX,0.004031607805192711,0.00432050274941084,25,11,0.0002888949442181295,0.07165750196386485
EIF1B,0.0008063215610385422,0.0015710919088766694,5,4,0.0007647703478381272,0.9484681853888454
EIF2AK1,0.008385744234800839,0.020816967792615867,52,53,0.012431223557815028,1.4824234092694422
EIF2AK2,0.00822447992259313,0.012961508248232521,51,33,0.004737028325639391,0.5759669146527424
EIF2AK3,0.012739880664408966,0.02945797329143755,79,75,0.016718092627028586,1.3122644605089147
EIF2S1,0.002257700370907918,0.006677140612725845,14,17,0.004419440241817927,1.9574963528223546
EIF2S2,0.0027414933075310434,0.01178318931657502,17,30,0.009041696009043976,3.29809158541657
EIF2S3,0.004031607805192711,0.009819324430479183,25,25,0.005787716625286472,1.4355852317360567
EIF3A,0.01225608772778584,0.031029065200314218,76,79,0.018772977472528377,1.5317267540414272
EIF3B,0.008708272859216255,0.02631578947368421,54,67,0.017607516614467952,2.0219298245614032
EIF3D,0.005321722302854378,0.009819324430479183,33,25,0.004497602127624805,0.8451403270727702
EIF3J,0.002580228995323335,0.01335428122545169,16,34,0.010774052230128355,4.17561861743912
EIF4A1,0.0043541364296081275,0.01178318931657502,27,30,0.007429052886966892,1.7062058130400628
EIF4A2,0.008385744234800839,0.01728201099764336,52,44,0.008896266762842522,1.0608798114689706
EIF4A3,0.004837929366231253,0.008248232521602514,30,21,0.003410303155371261,0.7049096622152397
EIF4E,0.002902757619738752,0.00589159465828751,18,15,0.0029888370385487578,1.0296543597800472
EIF4E3,0.001128850185453959,0.003534956794972506,7,9,0.0024061066095185466,2.131466726517787
EIF4EBP1,0.0012901144976616675,0.003534956794972506,8,9,0.0022448422973108386,1.7400333857030639
EIF4G1,0.020964360587002098,0.034956794972505895,130,89,0.013992434385503797,0.6674391201885311
EIF4G2,0.010482180293501049,0.012568735271013355,65,32,0.0020865549775123064,0.19905734485467402
EIF4G3,0.018706660216094177,0.03181461115475255,116,81,0.013107950938658373,0.7007103773329361
EIF4H,0.00306402193194646,0.007462686567164179,19,19,0.004398664635217719,1.4355852317360565
EIF5,0.005482986615062087,0.012175962293794187,34,31,0.0066929756787321,1.220680652465228
EIF5A,0.00306402193194646,0.003927729772191673,19,10,0.0008637078402452128,0.2818869640716087
ELANE,0.005321722302854378,0.009819324430479183,33,25,0.004497602127624805,0.8451403270727702
ELF1,0.009514594420254797,0.0192458758837392,59,49,0.009731281463484402,1.0227741755096063
ELF3,0.009514594420254797,0.018853102906520033,59,48,0.009338508486265235,0.9814930698869614
ELF4,0.009353330108047089,0.016889238020424194,58,43,0.007535907912377106,0.8056924993905248
ELK4,0.0043541364296081275,0.01021209740769835,27,26,0.005857960978090223,1.345378371301388
ELL,0.0077406869859700045,0.018067556952081697,48,46,0.010326869966111693,1.3341025137470544
ELL2,0.008869537171423964,0.01767478397486253,55,45,0.008805246803438567,0.9927515532385919
ELMOD3,0.0038703434929850023,0.009033778476040848,24,23,0.0051634349830558465,1.3341025137470544
ELN,0.01435252378648605,0.022388059701492536,89,57,0.008035535915006485,0.5598691933590474
ELOA,0.0,0.022780832678711706,0,58,0.022780832678711706,
ELOVL2,0.005482986615062087,0.01021209740769835,34,26,0.004729110792636264,0.8625063536805139
ELOVL3,0.0041928721174004195,0.007855459544383346,26,20,0.0036625874269829266,0.873527101335428
ELOVL5,0.003386550556361877,0.009426551453260016,21,24,0.006040000896898139,1.783525979126922
ELOVL6,0.004676665054023544,0.004713275726630008,29,12,3.661067260646387e-05,0.007828371752851119
ELP1,0.0,0.022780832678711706,0,58,0.022780832678711706,
ELP4,0.006611836800516046,0.011390416339355853,41,29,0.004778579538839807,0.7227310175694058
EMP1,0.0012901144976616675,0.0027494108405341712,8,7,0.0014592963428725037,1.1311370777690495
EMP2,0.0032252862441541686,0.00864100549882168,20,22,0.005415719254667512,1.6791437549096622
EMP3,0.001451378809869376,0.003927729772191673,9,10,0.002476350962322297,1.7062058130400626
ENDOD1,0.005321722302854378,0.012568735271013355,33,32,0.007247012968158977,1.3617796186531461
ENG,0.006611836800516046,0.01610369206598586,41,41,0.009491855265469813,1.4355852317360562
ENO1,0.00612804386389292,0.012175962293794187,38,31,0.006047918429901267,0.9869247943109936
ENO2,0.0038703434929850023,0.012175962293794187,24,31,0.008305618800809185,2.1459642576590734
ENO3,0.004837929366231253,0.015710919088766692,30,40,0.010872989722535439,2.2474469756480753
ENPEP,0.023544589582325432,0.028672427336999214,146,73,0.0051278377546737815,0.2177926158680282
ENPP1,0.011933559103370425,0.022780832678711706,74,58,0.01084727357534128,0.9089722086579902
ENPP2,0.01564263828414772,0.027101335428122545,97,69,0.011458697143974825,0.7325297009256483
ENTPD5,0.005321722302854378,0.008248232521602514,33,21,0.002926510218748136,0.5499178747411271
ENTPD7,0.00725689404934688,0.014925373134328358,45,38,0.007668479084981478,1.0567164179104476
EOMES,0.007901951298177712,0.02356637863315004,49,60,0.015664427334972326,1.9823492633502735
EPB41,0.008708272859216255,0.019638648860958365,54,50,0.01093037600174211,1.255171510866719
EPB41L2,0.014997581035316884,0.023959151610369208,93,61,0.008961570575052324,0.5975343993107469
EPB41L3,0.028221254636348975,0.0408483896307934,175,104,0.012627134994444428,0.44743350914599944
EPB42,0.0075794226737622965,0.018067556952081697,47,46,0.0104881342783194,1.3837642693586936
EPCAM,0.002902757619738752,0.009426551453260016,18,24,0.006523793833521264,2.2474469756480757
EPHA2,0.01661022415739397,0.03260015710919089,103,83,0.01598993295179692,0.9626560605251718
EPHA5,0.03160780519271085,0.04399057344854674,196,112,0.01238276825583589,0.391762989563461
EPHB2,0.02144815352362522,0.03809897879025923,133,97,0.01665082526663401,0.7763290787849436
EPHB3,0.013707466537655217,0.028279654359780047,85,72,0.01457218782212483,1.0630839609999538
EPHB4,0.014191259474278342,0.03338570306362922,88,85,0.01919444358935088,1.3525539170177818
EPHX1,0.008385744234800839,0.0192458758837392,52,49,0.01086013164893836,1.2950706991358993
EPHX2,0.00822447992259313,0.01728201099764336,51,44,0.00905753107505023,1.1012892195369899
EPOR,0.004676665054023544,0.009426551453260016,29,24,0.004749886399236472,1.0156567435057022
EPRS1,0.0,0.019638648860958365,0,50,0.019638648860958365,
EPS8L2,0.00822447992259313,0.02474469756480754,51,63,0.01652021764221441,2.0086641097915994
EPSTI1,0.0038703434929850023,0.013747054202670856,24,35,0.009876710709685854,2.5518951296150827
ERAP2,0.008869537171423964,0.0192458758837392,55,49,0.010376338712315235,1.1698850246375776
ERBB2,0.01967424608934043,0.04006284367635507,122,102,0.02038859758701464,1.0363089642383423
ERBB3,0.02177068214804064,0.037706205813040065,135,96,0.015935523664999427,0.7319717203456404
ERCC1,0.005482986615062087,0.009819324430479183,34,25,0.004336337815417096,0.7908714939235709
ERCC2,0.012578616352201259,0.020816967792615867,78,53,0.008238351440414609,0.6549489395129614
ERCC3,0.009837123044670215,0.015710919088766692,61,40,0.005873796044096477,0.5971050699908566
ERCC4,0.01225608772778584,0.021209740769835034,76,54,0.008953653042049193,0.7305474014966716
ERCC5,0.013223673601032092,0.006284367635506678,82,16,-0.006939305965525415,-0.5247638572222328
ERCC8,0.003709079180777294,0.006677140612725845,23,17,0.002968061431948551,0.8002151712831723
EREG,0.002580228995323335,0.00432050274941084,16,11,0.0017402737540875052,0.6744648468185387
ERGIC3,0.0038703434929850023,0.009033778476040848,24,23,0.0051634349830558465,1.3341025137470544
ERH,0.0008063215610385422,0.0027494108405341712,5,7,0.0019430892794956292,2.4098193244304795
ERMAP,0.00516045799064667,0.012568735271013355,32,32,0.007408277280366685,1.4355852317360567
ERN1,0.010643444605708756,0.02356637863315004,66,60,0.012922934027441282,1.214168392487324
ERO1A,0.0,0.008248232521602514,0,21,0.008248232521602514,
ERP29,0.0027414933075310434,0.0054988216810683424,17,14,0.002757328373537299,1.0057760731943994
ERRFI1,0.004676665054023544,0.00864100549882168,29,22,0.003964340444798136,0.8476853482135601
ESPL1,0.022093210772456056,0.03731343283582089,137,95,0.015220222063364836,0.6889094672622288
ESR1,0.010643444605708756,0.02788688138256088,66,71,0.017243436776852125,1.6200992644433339
ESR2,0.009675858732462506,0.021209740769835034,60,54,0.011533882037372527,1.1920267085624507
ESRP2,0.0077406869859700045,0.01728201099764336,48,44,0.009541324011673357,1.2326197957580518
ESRRA,0.004676665054023544,0.054595443833464256,29,139,0.04991877877944071,10.674011972803857
ESYT1,0.011611030478955007,0.021209740769835034,72,54,0.009598710290880027,0.8266889238020423
ETF1,0.005805515239477504,0.00864100549882168,36,22,0.0028354902593441767,0.48841319717203446
ETFA,0.00306402193194646,0.007069913589945012,19,18,0.004005891657998552,1.3073965353288957
ETFB,0.0024189646831156266,0.012961508248232521,15,33,0.010542543565116896,4.358287509819324
ETFBKMT,0.0,0.0054988216810683424,0,14,0.0054988216810683424,
ETFDH,0.00516045799064667,0.009819324430479183,32,25,0.004658866439832513,0.902800962293794
ETHE1,0.0016126431220770843,0.007069913589945012,10,18,0.005457270467867928,3.384053417124902
ETS1,0.008063215610385421,0.016496465043205028,50,42,0.008433249432819607,1.0458915946582876
ETS2,0.0075794226737622965,0.018067556952081697,47,46,0.0104881342783194,1.3837642693586936
ETV1,0.010482180293501049,0.02356637863315004,65,60,0.01308419833964899,1.2482325216025136
ETV4,0.005644250927269795,0.010604870384917517,35,27,0.004960619457647722,0.8788800359106722
ETV5,0.00822447992259313,0.02356637863315004,51,60,0.015341898710556908,1.8653943902777135
EVI5,0.012578616352201259,0.01728201099764336,78,44,0.004703394645442102,0.3739198743126471
EVL,0.00516045799064667,0.018460329929300863,32,47,0.013299871938654194,2.577265809112333
EWSR1,0.008547008547008548,0.020031421838177535,53,51,0.011484413291168987,1.3436763550667714
EXO1,0.01241735203999355,0.028672427336999214,77,73,0.016255075297005664,1.3090613235939237
EXOC2,0.011127237542331882,0.022780832678711706,69,58,0.011653595136379823,1.0473035281259606
EXOC4,0.01435252378648605,0.025530243519245877,89,65,0.011177719732759826,0.7787982029532998
EXOSC1,0.0016126431220770843,0.0054988216810683424,10,14,0.0038861785589912583,2.4098193244304795
EXOSC10,0.008547008547008548,0.022388059701492536,53,57,0.013841051154483988,1.6194029850746265
EXOSC2,0.002580228995323335,0.003927729772191673,16,10,0.001347500776868338,0.5222407698350353
EXOSC4,0.002257700370907918,0.005106048703849175,14,13,0.002848348332941257,1.261614858040624
EXOSC5,0.0032252862441541686,0.006677140612725845,20,17,0.003451854368571676,1.0702474469756482
EXOSC7,0.0035478148685695854,0.006284367635506678,22,16,0.002736552766937092,0.7713347139898595
EXOSC8,0.0020964360587002098,0.009426551453260016,13,24,0.007330115394559807,3.4964650432050277
EXOSC9,0.007095629737139171,0.013747054202670856,44,35,0.006651424465531685,0.9373973434264086
EXT1,0.012094823415578132,0.02474469756480754,75,63,0.012649874149229409,1.0458915946582876
EXT2,0.008708272859216255,0.020031421838177535,54,51,0.01132314897896128,1.3002749410840537
EZH1,0.009998387356877922,0.015710919088766692,62,40,0.00571253173188877,0.5713453107974559
EZH2,0.012578616352201259,0.016496465043205028,78,42,0.00391784869100377,0.3114689709347997
EZR,0.007095629737139171,0.022388059701492536,44,57,0.015292429964353364,2.155189959294437
F10,0.010643444605708756,0.0204241948153967,66,52,0.009780750209687945,0.9189459401556811
F11,0.009998387356877922,0.014532600157109192,62,37,0.004534212800231269,0.4534944124876468
F12,0.006289308176100629,0.01178318931657502,39,30,0.00549388114047439,0.873527101335428
F13A1,0.016932752781809387,0.03260015710919089,105,83,0.015667404327381503,0.9252721355627875
F13B,0.01983551040154814,0.022780832678711706,123,58,0.0029453222771635666,0.14848734504627054
F2,0.010643444605708756,0.018853102906520033,66,48,0.008209658300811277,0.7713347139898595
F2R,0.006450572488308337,0.010604870384917517,40,27,0.00415429789660918,0.6440200314218381
F2RL1,0.00725689404934688,0.012961508248232521,45,33,0.005704614198885642,0.7860958366064414
F2RL2,0.004999193678438961,0.010997643362136685,31,28,0.005998449683697724,1.1998834351164382
F3,0.004515400741815836,0.00432050274941084,28,11,-0.00019489799240499615,-0.04316294467512075
F5,0.03531688437348815,0.0781618224666143,219,199,0.042844938093126145,1.2131573566916676
F7,0.008385744234800839,0.0204241948153967,52,52,0.012038450580595862,1.4355852317360565
F8,0.034671827124657315,0.04831107619795758,215,123,0.013639249073300268,0.3933813186210928
F9,0.012739880664408966,0.015710919088766692,79,40,0.0029710384243577265,0.23320771227142106
FABP1,0.003709079180777294,0.009033778476040848,23,23,0.0053246992952635545,1.4355852317360567
FABP2,0.0027414933075310434,0.007462686567164179,17,19,0.004721193259633136,1.7221246707638278
FABP3,0.002257700370907918,0.00432050274941084,14,11,0.002062802378502922,0.9136741106497585
FABP4,0.0009675858732462506,0.0015710919088766694,6,4,0.0006035060356304188,0.6237234878240379
FABP5,0.001451378809869376,0.0015710919088766694,9,4,0.00011971309900729349,0.08248232521602522
FABP6,0.0038703434929850023,0.006677140612725845,24,17,0.0028067971197408424,0.7252062058130402
FADS1,0.0032252862441541686,0.008248232521602514,20,21,0.005022946277448346,1.5573644933228596
FADS2,0.0059667795516852125,0.015710919088766692,37,40,0.009744139537081479,1.633065115390331
FAH,0.006773101112723754,0.020031421838177535,42,51,0.013258320725453781,1.9574963528223548
FAM120A,0.011611030478955007,0.03338570306362922,72,85,0.021774672584674214,1.8753436763550666
FAM162A,0.0032252862441541686,0.00432050274941084,20,11,0.0010952165052566716,0.33957187745483103
FANCC,0.005644250927269795,0.013747054202670856,35,35,0.008102803275401062,1.435585231736057
FAP,0.01435252378648605,0.0204241948153967,89,52,0.006071671028910651,0.4230385623626398
FARP1,0.01757781003064022,0.032992930086410056,109,84,0.015415120055769838,0.8769647657415484
FARSA,0.007095629737139171,0.014532600157109192,44,37,0.007436970419970021,1.048105763050775
FAS,0.005805515239477504,0.012175962293794187,36,31,0.0063704470543166835,1.0973095051060486
FASLG,0.008063215610385421,0.011390416339355853,50,29,0.0033272007289704315,0.4126394344069129
FASN,0.02257700370907918,0.05263157894736842,140,134,0.03005457523828924,1.331203007518797
FBL,0.005805515239477504,0.010604870384917517,36,27,0.004799355145440013,0.8266889238020423
FBLN1,0.012739880664408966,0.031421838177533384,79,80,0.018681957513124417,1.466415424542842
FBLN2,0.015481373971940009,0.040455616653574236,96,103,0.02497424268163423,1.613179988216811
FBLN5,0.007418158361554588,0.014532600157109192,46,37,0.007114441795554604,0.9590576863963935
FBN1,0.03999354942751169,0.06323644933228594,248,161,0.023242899904774246,0.5811662189899399
FBN2,0.04902435091114336,0.0758051846032993,304,193,0.026780833692155934,0.5462761504113781
FBP1,0.0041928721174004195,0.003927729772191673,26,10,-0.00026514234520874647,-0.06323644933228603
FBP2,0.00612804386389292,0.012175962293794187,38,31,0.006047918429901267,0.9869247943109936
FBXO34,0.009030801483631673,0.022780832678711706,56,58,0.013750031195080033,1.522570418583773
FBXO4,0.00612804386389292,0.012175962293794187,38,31,0.006047918429901267,0.9869247943109936
FBXO5,0.0043541364296081275,0.014925373134328358,27,38,0.010571236704720231,2.4278606965174134
FBXO6,0.0027414933075310434,0.009819324430479183,17,25,0.007077831122948139,2.5817429878471416
FBXO7,0.007901951298177712,0.012961508248232521,49,33,0.005059556950054809,0.6402920948426505
FBXO9,0.0041928721174004195,0.00864100549882168,26,22,0.004448133381421261,1.0608798114689706
FBXW11,0.007418158361554588,0.012568735271013355,46,32,0.0051505769094587674,0.6943201612076917
FBXW7,0.030640219319464604,0.08876669285153181,190,226,0.05812647353206721,1.8970645388018355
FCER1G,0.0012901144976616675,0.0015710919088766694,8,4,0.0002809774112150019,0.21779261586802834
FCGR1A,0.005644250927269795,0.00589159465828751,35,15,0.0002473437310177148,0.043822242172595706
FCGR2B,0.0035478148685695854,0.012961508248232521,22,33,0.009413693379662936,2.6533778476040846
FCMR,0.0,0.009426551453260016,0,24,0.009426551453260016,
FCN1,0.008869537171423964,0.018460329929300863,55,47,0.0095907927578769,1.0813182889380846
FDFT1,0.003386550556361877,0.01178318931657502,21,30,0.008396638760213142,2.479407473908652
FDPS,0.006611836800516046,0.012175962293794187,41,31,0.005564125493278141,0.8415400532638476
FDX1,0.0006450572488308337,0.007855459544383346,4,20,0.0072104022955525125,11.177926158680282
FDXR,0.006611836800516046,0.012961508248232521,41,33,0.006349671447716475,0.9603490889582893
FECH,0.00612804386389292,0.006677140612725845,38,17,0.0005490967488329243,0.08960391946086746
FEN1,0.0024189646831156266,0.012568735271013355,15,32,0.01014977058789773,4.195915161036921
FERMT2,0.007901951298177712,0.01767478397486253,49,45,0.009772832676684818,1.2367619475127054
FES,0.00822447992259313,0.022780832678711706,51,58,0.014556352756118576,1.7698812439351232
FETUB,0.008385744234800839,0.025530243519245877,52,65,0.017144499284445038,2.0444815396700706
FEZ1,0.005805515239477504,0.012175962293794187,36,31,0.0063704470543166835,1.0973095051060486
FFAR2,0.006289308176100629,0.009819324430479183,39,25,0.0035300162543785533,0.56127258444619
FGA,0.02144815352362522,0.029065200314218383,133,74,0.007617046790593163,0.3551376477328436
FGD4,0.010804708917916465,0.024351924587588374,67,62,0.01354721566967191,1.2538251398154554
FGD6,0.014997581035316884,0.03260015710919089,93,83,0.017602576073874006,1.1736943466031475
FGF13,0.008385744234800839,0.018853102906520033,52,48,0.010467358671719194,1.2482325216025139
FGF16,0.0020964360587002098,0.009426551453260016,13,24,0.007330115394559807,3.4964650432050277
FGF17,0.002902757619738752,0.006284367635506678,18,16,0.0033816100157679258,1.1649646504320503
FGF18,0.004515400741815836,0.009819324430479183,28,25,0.005303923688663346,1.1746296711929074
FGF2,0.001128850185453959,0.018853102906520033,7,48,0.017724252721066074,15.701155874761533
FGF22,0.0006450572488308337,0.009426551453260016,4,24,0.008781494204429183,13.61351139041634
FGF6,0.006611836800516046,0.01610369206598586,41,41,0.009491855265469813,1.4355852317360562
FGF9,0.0038703434929850023,0.006284367635506678,24,16,0.0024140241425216753,0.6237234878240379
FGFR1,0.010804708917916465,0.025923016496465043,67,66,0.015118307578548578,1.3992332133519363
FGFR3,0.011933559103370425,0.030636292223095052,74,78,0.018702733119724625,1.567238487505573
FGG,0.009353330108047089,0.01178318931657502,58,30,0.0024298592085279305,0.2597854646910638
FGGY,0.00822447992259313,0.01767478397486253,51,45,0.0094503040522694,1.1490457927082853
FGL2,0.007418158361554588,0.014925373134328358,46,38,0.00750721477277377,1.0120051914341337
FGR,0.008385744234800839,0.010997643362136685,52,28,0.002611899127335846,0.3114689709347996
FH,0.004676665054023544,0.012175962293794187,29,31,0.007499297239770643,1.6035566270281987
FHL1,0.006773101112723754,0.009033778476040848,42,23,0.0022606773633170943,0.3337728649983167
FHL2,0.002580228995323335,0.006284367635506678,16,16,0.0037041386401833426,1.4355852317360567
FIS1,0.0019351717464925011,0.00432050274941084,12,11,0.0023853310029183393,1.2326197957580518
FJX1,0.0019351717464925011,0.014532600157109192,12,37,0.01259742841061669,6.509721131186176
FKBP14,0.0024189646831156266,0.005106048703849175,15,13,0.0026870840207335487,1.110840534171249
FKBP1A,0.0006450572488308337,0.006284367635506678,4,16,0.005639310386675844,8.742340926944227
FKBP1B,0.0006450572488308337,0.0027494108405341712,4,7,0.0021043535917033376,3.262274155538099
FKBP2,0.001451378809869376,0.003534956794972506,9,9,0.00208357798510313,1.4355852317360565
FKBP4,0.005805515239477504,0.009426551453260016,36,24,0.0036210362137825127,0.6237234878240379
FKBP5,0.007418158361554588,0.011390416339355853,46,29,0.003972257977801265,0.5354776460944706
FLII,0.011933559103370425,0.031029065200314218,74,79,0.01909550609694379,1.6001518014479519
FLNA,0.0325753910659571,0.05263157894736842,202,134,0.020056187881411315,0.6156852527357999
FLNB,0.030317690695049186,0.04713275726630008,188,120,0.01681506657125089,0.5546288713208871
FLNC,0.04160619254958878,0.07030636292223096,258,179,0.028700170372642178,0.6898052576773416
FLOT2,0.004676665054023544,0.010604870384917517,29,27,0.005928205330893973,1.2676138364439147
FLT3LG,0.002580228995323335,0.011390416339355853,16,29,0.008810187344032518,3.414498232521603
FLT4,0.024189646831156264,0.05970149253731343,150,152,0.03551184570615717,1.4680597014925374
FMO1,0.012901144976616674,0.01767478397486253,80,45,0.004773638998245856,0.37001669285153194
FMO3,0.013062409288824383,0.02356637863315004,81,60,0.010503969344325655,0.8041372086933751
FMOD,0.008869537171423964,0.014532600157109192,55,37,0.005663062985685228,0.63848461044062
FN1,0.03209159812933398,0.05616653574234093,199,143,0.02407493761300695,0.7501944127550557
FN3K,0.0035478148685695854,0.007855459544383346,22,20,0.00430764467581376,1.2141683924873239
FNTA,0.004837929366231253,0.007855459544383346,30,20,0.003017530178152093,0.6237234878240376
FOS,0.003709079180777294,0.010997643362136685,23,28,0.007288564181359391,1.9650602821134602
FOSB,0.004999193678438961,0.016889238020424194,31,43,0.011890044341985234,2.3783924182145304
FOSL1,0.001451378809869376,0.009426551453260016,9,24,0.00797517264339064,5.494893951296151
FOSL2,0.00725689404934688,0.01021209740769835,45,26,0.002955203358351471,0.40722702278083267
FOXA2,0.007418158361554588,0.018460329929300863,46,47,0.011042171567746275,1.4885327367737968
FOXC1,0.0043541364296081275,0.022780832678711706,27,58,0.018426696249103577,4.231997905210789
FOXC2,0.005805515239477504,0.022388059701492536,36,57,0.01658254446201503,2.856343283582089
FOXJ2,0.0077406869859700045,0.016889238020424194,48,43,0.00914855103445419,1.1818784367635509
FOXN3,0.0059667795516852125,0.020031421838177535,37,51,0.014064642286492322,2.3571580221226727
FOXO1,0.006773101112723754,0.025923016496465043,42,66,0.01914991538374129,2.8273482212995176
FOXO3,0.005482986615062087,0.018853102906520033,34,48,0.013370116291457946,2.4384732683332566
FOXO4,0.006773101112723754,0.01610369206598586,42,41,0.009330590953262104,1.3775951071709123
FPR1,0.008708272859216255,0.022780832678711706,54,58,0.01407255981949545,1.6159989526053944
FRAT1,0.0003225286244154169,0.004713275726630008,2,12,0.004390747102214591,13.61351139041634
FRK,0.009675858732462506,0.013747054202670856,60,35,0.004071195470208349,0.4207580518460329
FSCN1,0.005644250927269795,0.018460329929300863,35,47,0.012816079002031067,2.2706430254741328
FSHB,0.0035478148685695854,0.00589159465828751,22,15,0.002343779789717924,0.6606262943654931
FST,0.006289308176100629,0.007855459544383346,39,20,0.0015661513682827168,0.24901806755695197
FSTL1,0.0059667795516852125,0.0054988216810683424,37,14,-0.00046795787061687,-0.07842720961338408
FSTL3,0.0012901144976616675,0.009033778476040848,8,23,0.007743663978379181,6.002307541241163
FTCD,0.006289308176100629,0.029065200314218383,39,74,0.022775892138117752,3.6213668499607223
FTL,0.00306402193194646,0.006677140612725845,19,17,0.0036131186807793845,1.1792078389217349
FUCA1,0.0038703434929850023,0.014532600157109192,24,37,0.01066225666412419,2.754860565593088
FURIN,0.007095629737139171,0.02199528672427337,44,56,0.014899656987134198,2.0998357494822537
FUS,0.005644250927269795,0.02670856245090338,35,68,0.021064311523633583,3.7319941645157675
FUT4,0.0032252862441541686,0.015318146111547526,20,39,0.012092859867393358,3.749391201885311
FUT8,0.009030801483631673,0.01767478397486253,56,45,0.008643982491230858,0.9571667040736169
FXN,0.001128850185453959,0.006677140612725845,7,17,0.005548290427271885,4.914992705644709
FXYD1,0.0008063215610385422,0.001178318931657502,5,3,0.0003719973706189599,0.46135113904163405
FYB1,0.0,0.02199528672427337,0,56,0.02199528672427337,
FYN,0.00725689404934688,0.013747054202670856,45,35,0.006490160153323976,0.8943440691280439
FZD1,0.009192065795839382,0.027101335428122545,57,69,0.017909269632283162,1.9483400173646996
FZD2,0.009837123044670215,0.03731343283582089,61,95,0.027476309791150677,2.793124541228284
FZD4,0.006934365424931463,0.01335428122545169,43,34,0.0064199158005202265,0.9258115785819983
FZD5,0.0043541364296081275,0.009819324430479183,27,25,0.005465188000871055,1.255171510866719
FZD7,0.009998387356877922,0.01610369206598586,62,41,0.006105304709107936,0.6106289435673922
FZD8,0.006934365424931463,0.025923016496465043,43,66,0.01898865107153358,2.738340123129761
G0S2,0.001451378809869376,0.003142183817753339,9,8,0.0016908050078839629,1.1649646504320503
G3BP1,0.008385744234800839,0.010997643362136685,52,28,0.002611899127335846,0.3114689709347996
G3BP2,0.00725689404934688,0.009033778476040848,45,23,0.0017768844266939686,0.24485467399842886
G6PC1,0.0,0.0,0,0,0.0,
G6PC2,0.005644250927269795,0.014139827179890024,35,36,0.008495576252620228,1.5051733812142296
G6PD,0.00725689404934688,0.013747054202670856,45,35,0.006490160153323976,0.8943440691280439
GAA,0.009998387356877922,0.03220738413197172,62,82,0.022208996775093796,2.2212578871347843
GAB2,0.009514594420254797,0.01728201099764336,59,44,0.007767416577388563,0.816368647396381
GABARAPL1,0.0012901144976616675,0.005106048703849175,8,13,0.003815934206187508,2.957826001571092
GABARAPL2,0.001128850185453959,0.002356637863315004,7,6,0.001227787677861045,1.0876444843451913
GABBR1,0.015320109659732302,0.03456402199528672,95,88,0.01924391233555442,1.256121056766031
GABRA3,0.012901144976616674,0.016496465043205028,80,42,0.0035953200665883537,0.27868224666142977
GAD1,0.010643444605708756,0.022780832678711706,66,58,0.01213738807300295,1.1403627794044136
GAD2,0.015320109659732302,0.0204241948153967,95,52,0.005104085155664399,0.33316244263447303
GADD45A,0.0006450572488308337,0.003534956794972506,4,9,0.0028898995461416723,4.480066771406127
GADD45B,0.001451378809869376,0.004713275726630008,9,12,0.003261896916760632,2.2474469756480757
GADD45G,0.0019351717464925011,0.002356637863315004,12,6,0.00042146611682250296,0.21779261586802842
