ID,burden,pred_hypothesis,nn_train_class,nn_jaccard,is_twin,twin_raw,pred_pre17
TEST_0443,38,STES,KIPAN,0.23529412,False,,STES
TEST_0444,75,DLBC,LUSC,0.2,False,,DLBC
TEST_0445,6,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_0446,0,THYM,KIPAN,0.0,False,,THYM
TEST_0447,47,STES,COAD,0.27272728,False,,STES
TEST_0448,4,BRCA,BRCA,1.0,False,,PRAD
TEST_0449,49,STES,SARC,0.27272728,False,,STES
TEST_0450,0,THYM,KIPAN,0.0,False,,THYM
TEST_0451,21,OV,BRCA,0.2857143,False,,OV
TEST_0452,50,STES,BRCA,0.20833333,False,,LUAD
TEST_0453,49,BRCA,BRCA,0.14754099,False,,BRCA
TEST_0454,5,BRCA,BRCA,0.5,False,,BRCA
TEST_0455,42,STES,COAD,0.22222222,False,,STES
TEST_0456,3,LAML,LAML,0.5,False,,LAML
TEST_0457,73,STES,HNSC,0.2,False,,LUSC
TEST_0458,34,STES,LUAD,0.33333334,False,,HNSC
TEST_0459,10,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0460,42,LUSC,COAD,0.1923077,False,,LUSC
TEST_0461,11,KIPAN,BRCA,0.6666667,False,,SARC
TEST_0462,39,LUAD,BRCA,0.23076923,False,,LUAD
TEST_0463,66,STES,OV,0.23529412,False,,BLCA
TEST_0464,64,STES,COAD,0.21428572,False,,LUSC
TEST_0465,35,STES,UCEC,0.25,False,,STES
TEST_0466,45,HNSC,COAD,0.2173913,False,,HNSC
TEST_0467,421,STES,STES,0.32692307,False,,STES
TEST_0468,110,HNSC,LIHC,0.17948718,False,,BLCA
TEST_0469,9,BRCA,BRCA,0.5,False,,BRCA
TEST_0470,59,STES,COAD,0.2,False,,STES
TEST_0471,19,TGCT,CESC,0.5,False,,TGCT
TEST_0472,55,STES,COAD,0.18518518,False,,STES
TEST_0473,15,BRCA,THYM,0.25,False,,SARC
TEST_0474,22,UCEC,SARC,0.375,False,,UCEC
TEST_0475,29,KIPAN,LAML,0.33333334,False,,KIPAN
TEST_0476,16,LIHC,CESC,0.33333334,False,,SARC
TEST_0477,160,SKCM,SKCM,0.225,False,,SKCM
TEST_0478,7,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0479,24,LIHC,BRCA,0.33333334,False,,LIHC
TEST_0480,8,BRCA,COAD,0.33333334,False,,KIRC
TEST_0481,4,BRCA,PRAD,1.0,False,,PRAD
TEST_0482,62,BLCA,LUSC,0.1764706,False,,LUSC
TEST_0483,10,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0484,4,BRCA,UCEC,0.4,False,,BRCA
TEST_0485,28,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0486,65,BLCA,STES,0.18181819,False,,BLCA
TEST_0487,16,BRCA,OV,0.44444445,False,,BRCA
TEST_0488,50,STES,OV,0.2,False,,STES
TEST_0489,16,OV,STES,0.4,False,,OV
TEST_0490,3,THCA,THCA,0.6666667,False,,THCA
TEST_0491,3,BRCA,KIPAN,0.0,False,,BRCA
TEST_0492,3,GBMLGG,GBMLGG,1.0,False,,PRAD
TEST_0493,85,COAD,COAD,0.15625,False,,LUAD
TEST_0494,18,BRCA,BRCA,0.33333334,False,,PAAD
TEST_0495,38,CESC,BRCA,0.27272728,False,,CESC
TEST_0496,11,BRCA,PAAD,0.5,False,,SARC
TEST_0497,4,THCA,THCA,1.0,False,,THCA
TEST_0498,8,BRCA,THCA,0.5,False,,PRAD
TEST_0499,69,STES,CESC,0.15384616,False,,STES
TEST_0500,14,KIPAN,HNSC,0.2,False,,KIPAN
TEST_0501,10,BRCA,PAAD,0.6666667,False,,BRCA
TEST_0502,11,BRCA,BRCA,0.4,False,,SARC
TEST_0503,36,STES,HNSC,0.21428572,False,,STES
TEST_0504,12,BRCA,STES,0.4,False,,BRCA
TEST_0505,35,STES,SARC,0.21428572,False,,STES
TEST_0506,16,CESC,KIPAN,0.5,False,,CESC
TEST_0507,47,LUAD,LUAD,0.27272728,False,,LUAD
TEST_0508,322,STES,SKCM,0.29126215,False,,UCEC
TEST_0509,52,LUAD,COAD,0.22727273,False,,LUAD
TEST_0510,55,COAD,KIPAN,0.18181819,False,,COAD
TEST_0511,18,TGCT,SARC,0.25,False,,TGCT
TEST_0512,22,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0513,12,BRCA,UCEC,0.6666667,False,,BRCA
TEST_0514,967,ACC,PAAD,0.53496504,False,,ACC
TEST_0515,87,LUSC,UCEC,0.18421052,False,,LUSC
TEST_0516,46,STES,UCEC,0.33333334,False,,STES
TEST_0517,50,STES,COAD,0.18181819,False,,STES
TEST_0518,42,STES,HNSC,0.21052632,False,,STES
TEST_0519,6,THCA,THCA,0.6666667,False,,THCA
TEST_0520,45,KIPAN,SARC,0.2,False,,KIPAN
TEST_0521,28,KIPAN,COAD,0.23076923,False,,KIPAN
TEST_0522,17,KIPAN,LIHC,0.6666667,False,,KIPAN
TEST_0523,9,BRCA,KIPAN,0.0,False,,PRAD
TEST_0524,53,STES,STES,0.2173913,False,,LUSC
TEST_0525,56,STES,LUSC,0.22222222,False,,LUSC
TEST_0526,51,STES,COAD,0.22222222,False,,STES
TEST_0527,106,CESC,LUSC,0.16071428,False,,CESC
TEST_0528,25,BRCA,BRCA,0.33333334,False,,BRCA
TEST_0529,4,THCA,THCA,1.0,False,,THCA
TEST_0530,46,BRCA,STES,0.2173913,False,,HNSC
TEST_0531,34,BRCA,KIPAN,0.2,False,,BRCA
TEST_0532,52,LUAD,ACC,0.20833333,False,,LUSC
TEST_0533,47,STES,LUSC,0.26923078,False,,STES
TEST_0534,2,PRAD,KIPAN,0.0,False,,PRAD
TEST_0535,29,KIPAN,PRAD,0.33333334,False,,KIPAN
TEST_0536,16,OV,PAAD,0.75,False,,OV
TEST_0537,24,KIPAN,PCPG,0.33333334,False,,KIPAN
TEST_0538,5,BRCA,KIPAN,0.5,False,,BRCA
TEST_0539,14,KIPAN,BRCA,0.2857143,False,,KIRC
TEST_0540,74,SKCM,ACC,0.1764706,False,,SKCM
TEST_0541,54,STES,LIHC,0.20689656,False,,STES
TEST_0542,11,OV,BRCA,0.42857143,False,,SARC
TEST_0543,65,COAD,COAD,0.20689656,False,,HNSC
TEST_0544,6,KIPAN,PRAD,0.5,False,,KIRC
TEST_0545,0,THYM,KIPAN,0.0,False,,THYM
TEST_0546,32,GBMLGG,GBMLGG,0.16666667,False,,LUSC
TEST_0547,25,LIHC,STES,0.3,False,,LIHC
TEST_0548,18,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0549,74,SKCM,SKCM,0.13725491,False,,SKCM
TEST_0550,22,BRCA,PAAD,0.33333334,False,,LIHC
TEST_0551,18,OV,OV,0.5,False,,OV
TEST_0552,35,STES,COAD,0.30769232,False,,OV
TEST_0553,24,BRCA,PAAD,0.25,False,,BRCA
TEST_0554,14,KIRC,TGCT,0.22222222,False,,KIRC
TEST_0555,65,COAD,LUSC,0.15625,False,,STES
TEST_0556,43,LIHC,SARC,0.2,False,,LIHC
TEST_0557,13,BRCA,BRCA,0.4,False,,OV
TEST_0558,4,LAML,LAML,1.0,False,,LAML
TEST_0559,48,LUSC,COAD,0.33333334,False,,LUSC
TEST_0560,9,THCA,THCA,0.5,False,,THCA
TEST_0561,9,BRCA,GBMLGG,1.0,False,,BRCA
TEST_0562,5,PRAD,KIPAN,0.0,False,,PRAD
TEST_0563,109,LIHC,CESC,0.2,False,,LUSC
TEST_0564,71,BLCA,LUSC,0.20454545,False,,BLCA
TEST_0565,2,THCA,THCA,1.0,False,,THCA
TEST_0566,108,SKCM,SKCM,0.23076923,False,,SKCM
TEST_0567,68,COAD,OV,0.20833333,False,,COAD
TEST_0568,18,KIPAN,COAD,0.27272728,False,,KIPAN
TEST_0569,902,ACC,UCEC,0.47810218,False,,ACC
TEST_0570,49,STES,BRCA,0.21052632,False,,STES
TEST_0571,8,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0572,32,BRCA,PRAD,0.25,False,,CESC
TEST_0573,4,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0574,56,STES,LUSC,0.18518518,False,,STES
TEST_0575,22,COAD,OV,0.27272728,False,,COAD
TEST_0576,15,UCEC,LIHC,0.42857143,False,,UCEC
TEST_0577,5,BRCA,LAML,0.5,False,,BRCA
TEST_0578,40,HNSC,BRCA,0.23076923,False,,HNSC
TEST_0579,24,SKCM,BRCA,0.33333334,False,,SKCM
TEST_0580,63,STES,LUSC,0.1764706,False,,STES
TEST_0581,41,STES,KIPAN,0.22727273,False,,STES
TEST_0582,41,STES,COAD,0.23809524,False,,LUSC
TEST_0583,1383,UCEC,COAD,0.7312253,False,,UCEC
TEST_0584,20,BRCA,HNSC,0.33333334,False,,LIHC
TEST_0585,7,KIRC,KIPAN,0.0,True,KIPAN,KIRC
TEST_0586,3,THCA,THCA,1.0,False,,THCA
TEST_0587,925,ACC,PAAD,0.53125,False,,ACC
TEST_0588,28,COAD,COAD,0.25,False,,COAD
TEST_0589,101,LUAD,LUSC,0.21052632,False,,LUSC
TEST_0590,36,LIHC,KIPAN,0.1904762,False,,LIHC
TEST_0591,51,LUAD,COAD,0.21428572,False,,LUAD
TEST_0592,137,LUSC,UCEC,0.15789473,False,,LUSC
TEST_0593,411,STES,UCEC,0.3254902,False,,STES
TEST_0594,15,BRCA,CESC,0.25,False,,BRCA
TEST_0595,4,PCPG,THCA,1.0,False,,PCPG
TEST_0596,368,COAD,STES,0.29655173,False,,COAD
TEST_0597,62,HNSC,LUSC,0.1875,False,,BLCA
TEST_0598,7,BRCA,BRCA,1.0,False,,BRCA
TEST_0599,48,STES,COAD,0.1923077,False,,STES
TEST_0600,20,KIPAN,BRCA,0.4,False,,LIHC
TEST_0601,56,STES,LUSC,0.21212122,False,,STES
TEST_0602,4,LAML,KIPAN,0.0,False,,LAML
TEST_0603,140,SKCM,SKCM,0.2112676,False,,SKCM
TEST_0604,40,STES,COAD,0.18181819,False,,STES
TEST_0605,10,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_0606,53,STES,COAD,0.2,False,,STES
TEST_0607,46,LUAD,STES,0.1904762,False,,STES
TEST_0608,42,LUSC,COAD,0.25,False,,LUSC
TEST_0609,6,BRCA,KIPAN,0.0,False,,SARC
TEST_0610,23,BRCA,BRCA,0.33333334,False,,OV
TEST_0611,12,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0612,21,BRCA,GBMLGG,0.2857143,False,,GBMLGG
TEST_0613,25,KIPAN,BRCA,0.2857143,False,,KIPAN
TEST_0614,27,KIPAN,SARC,0.2857143,False,,KIPAN
TEST_0615,42,STES,COAD,0.3125,False,,HNSC
TEST_0616,11,UCEC,KIPAN,0.4,False,,UCEC
TEST_0617,14,COAD,OV,0.33333334,False,,OV
TEST_0618,53,COAD,OV,0.18181819,False,,LUSC
TEST_0619,1,THCA,KIPAN,0.0,False,,PRAD
TEST_0620,1386,STES,PAAD,0.7241379,False,,STES
TEST_0621,7,BRCA,PRAD,1.0,False,,BRCA
TEST_0622,28,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0623,253,LUAD,LUSC,0.2857143,False,,LUAD
TEST_0624,1035,COAD,SKCM,0.62676054,False,,COAD
TEST_0625,39,LIHC,COAD,0.25,False,,LIHC
TEST_0626,51,STES,COAD,0.18181819,False,,STES
TEST_0627,51,STES,GBMLGG,0.20833333,False,,STES
TEST_0628,47,STES,BLCA,0.2413793,False,,STES
TEST_0629,916,ACC,PAAD,0.5051903,False,,DLBC
TEST_0630,77,BLCA,CESC,0.20689656,False,,LUSC
TEST_0631,45,STES,STES,0.15384616,False,,STES
TEST_0632,45,STES,CESC,0.16666667,False,,STES
TEST_0633,679,UCEC,UCEC,0.4494382,False,,UCEC
TEST_0634,84,STES,COAD,0.1891892,False,,LUSC
TEST_0635,9,BRCA,DLBC,0.5,False,,PRAD
TEST_0636,33,SKCM,THCA,0.25,False,,SKCM
TEST_0637,2,THYM,PCPG,1.0,False,,THYM
TEST_0638,49,STES,GBMLGG,0.22727273,False,,STES
TEST_0639,40,STES,COAD,0.15789473,False,,KIPAN
TEST_0640,61,STES,HNSC,0.17073171,False,,STES
TEST_0641,5,PRAD,KIPAN,0.0,False,,PRAD
TEST_0642,15,HNSC,GBMLGG,0.375,False,,HNSC
TEST_0643,7,THCA,THCA,0.5,False,,THCA
TEST_0644,14,BRCA,LAML,0.25,False,,SARC
TEST_0645,34,LIHC,KIPAN,0.1875,False,,LIHC
TEST_0646,84,STES,LUAD,0.17857143,False,,STES
TEST_0647,40,BRCA,BRCA,0.17391305,False,,KIPAN
TEST_0648,1255,UCEC,SKCM,0.6619718,False,,UCEC
TEST_0649,10,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_0650,51,LUSC,BRCA,0.26666668,False,,LUSC
TEST_0651,35,STES,BRCA,0.21428572,False,,STES
TEST_0652,87,LUSC,SKCM,0.20754717,False,,LUSC
TEST_0653,50,STES,COAD,0.18181819,False,,STES
TEST_0654,12,PRAD,THCA,0.33333334,False,,PRAD
TEST_0655,1,LAML,KIPAN,0.0,False,,PRAD
TEST_0656,3,THYM,KIPAN,0.0,False,,THYM
TEST_0657,10,UCEC,UCEC,0.6666667,False,,UCEC
TEST_0658,92,STES,STES,0.18181819,False,,STES
TEST_0659,43,COAD,LUSC,0.23809524,False,,COAD
TEST_0660,41,STES,OV,0.25,False,,STES
TEST_0661,47,STES,BRCA,0.23529412,False,,STES
TEST_0662,9,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0663,47,STES,BRCA,0.16666667,False,,STES
TEST_0664,10,BRCA,PRAD,0.5,False,,PRAD
TEST_0665,53,STES,BLCA,0.2,False,,STES
TEST_0666,19,KIRC,PRAD,1.0,True,KIPAN,KIRC
TEST_0667,38,COAD,SKCM,0.16,False,,COAD
TEST_0668,92,STES,ACC,0.1724138,False,,LUSC
TEST_0669,3,PCPG,TGCT,0.5,False,,PCPG
TEST_0670,18,KIRC,PCPG,0.5,False,,KIRC
TEST_0671,52,STES,COAD,0.18518518,False,,STES
TEST_0672,1,PCPG,KIPAN,0.0,False,,PRAD
TEST_0673,15,KIPAN,THYM,0.33333334,False,,TGCT
TEST_0674,20,UCEC,THYM,0.25,False,,UCEC
TEST_0675,104,STES,BLCA,0.1590909,False,,STES
TEST_0676,0,THYM,KIPAN,0.0,False,,THYM
TEST_0677,8,OV,COAD,0.5,False,,OV
TEST_0678,60,STES,SKCM,0.18604651,False,,STES
TEST_0679,12,GBMLGG,STES,0.26666668,False,,CESC
TEST_0680,32,DLBC,SARC,0.25,False,,DLBC
TEST_0681,36,COAD,OV,0.2,False,,COAD
TEST_0682,65,COAD,HNSC,0.16666667,False,,COAD
TEST_0683,4,BRCA,KIPAN,0.5,False,,BRCA
TEST_0684,15,GBMLGG,UCEC,0.5,False,,GBMLGG
TEST_0685,17,KIPAN,HNSC,0.2,False,,KIPAN
TEST_0686,56,STES,CESC,0.1923077,False,,STES
TEST_0687,30,COAD,COAD,0.21428572,False,,COAD
TEST_0688,56,STES,OV,0.23809524,False,,STES
TEST_0689,39,LIHC,KIRC,0.23076923,False,,LIHC
TEST_0690,1073,COAD,UCEC,0.63503647,False,,COAD
TEST_0691,33,STES,KIRC,0.23076923,False,,STES
TEST_0692,58,STES,BRCA,0.22222222,False,,STES
TEST_0693,1,THCA,KIPAN,0.0,False,,THCA
TEST_0694,203,LUSC,STES,0.17948718,False,,LUSC
TEST_0695,9,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0696,0,THYM,KIPAN,0.0,False,,THYM
TEST_0697,571,UCEC,UCEC,0.4456929,False,,UCEC
TEST_0698,155,ACC,LUSC,0.20588236,False,,ACC
TEST_0699,7,GBMLGG,GBMLGG,0.33333334,False,,GBMLGG
TEST_0700,19,PAAD,OV,0.33333334,False,,PAAD
TEST_0701,1,THCA,KIPAN,0.0,False,,THCA
TEST_0702,17,SKCM,PCPG,0.4,False,,THCA
TEST_0703,16,BRCA,BRCA,0.5,False,,SARC
TEST_0704,28,STES,BRCA,0.33333334,False,,GBMLGG
TEST_0705,11,UCEC,UCEC,0.6,False,,UCEC
TEST_0706,4,GBMLGG,LGG,1.0,False,,GBMLGG
TEST_0707,202,STES,STES,0.22680412,False,,STES
TEST_0708,16,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0709,73,STES,STES,0.2195122,False,,STES
TEST_0710,8,BRCA,THYM,1.0,False,,PRAD
TEST_0711,26,KIPAN,CESC,0.33333334,False,,KIPAN
TEST_0712,58,STES,LUSC,0.19565217,False,,STES
TEST_0713,54,STES,COAD,0.22727273,False,,STES
TEST_0714,6,PCPG,PCPG,1.0,False,,PCPG
TEST_0715,8,BRCA,KIPAN,0.33333334,False,,SARC
TEST_0716,4,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0717,80,SKCM,SKCM,0.28125,False,,SKCM
TEST_0718,20,SKCM,LIHC,0.25,False,,SKCM
TEST_0719,6,KIRC,LAML,1.0,True,KIPAN,KIRC
TEST_0720,11,BRCA,KIPAN,0.33333334,False,,PRAD
TEST_0721,69,LUAD,SKCM,0.24,False,,LUAD
TEST_0722,18,ACC,PCPG,0.33333334,False,,ACC
TEST_0723,9,BRCA,PCPG,0.4,False,,BRCA
TEST_0724,36,STES,SARC,0.22222222,False,,LUSC
TEST_0725,19,LIHC,LUAD,0.16666667,False,,LIHC
TEST_0726,36,STES,COAD,0.22222222,False,,LUSC
TEST_0727,24,DLBC,TGCT,0.4,False,,DLBC
TEST_0728,11,OV,LAML,0.5,False,,OV
TEST_0729,7,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0730,219,STES,STES,0.21556886,False,,STES
TEST_0731,47,STES,GBMLGG,0.1904762,False,,STES
TEST_0732,44,STES,STES,0.2173913,False,,STES
TEST_0733,2,THCA,THCA,0.5,False,,THCA
TEST_0734,35,STES,COAD,0.22222222,False,,LUSC
TEST_0735,12,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0736,3,PRAD,KIPAN,0.0,False,,PRAD
TEST_0737,23,KIPAN,THCA,0.25,False,,KIPAN
TEST_0738,13,OV,OV,0.42857143,False,,OV
TEST_0739,84,CESC,CESC,0.17307693,False,,CESC
TEST_0740,8,BRCA,THYM,0.33333334,False,,SARC
TEST_0741,7,THCA,THCA,0.6666667,False,,THCA
TEST_0742,40,STES,SKCM,0.21875,False,,STES
TEST_0743,19,LIHC,STES,0.33333334,False,,LIHC
TEST_0744,38,COAD,LUSC,0.22222222,False,,COAD
TEST_0745,9,BRCA,TGCT,0.25,False,,SARC
TEST_0746,21,BRCA,GBMLGG,0.4,False,,OV
TEST_0747,74,LUAD,LUSC,0.1891892,False,,LUAD
TEST_0748,13,BRCA,COAD,0.2857143,False,,BRCA
TEST_0749,63,STES,STES,0.17857143,False,,STES
TEST_0750,16,KIPAN,STES,0.2857143,False,,KIPAN
TEST_0751,53,BLCA,COAD,0.20833333,False,,BLCA
TEST_0752,7,BRCA,THYM,1.0,False,,PRAD
TEST_0753,60,LUSC,COAD,0.2857143,False,,LUSC
TEST_0754,18,HNSC,GBMLGG,0.22222222,False,,KIPAN
TEST_0755,402,STES,UCEC,0.344,False,,STES
TEST_0756,965,ACC,PAAD,0.5104895,False,,ACC
TEST_0757,2,PRAD,BRCA,0.6666667,False,,PRAD
TEST_0758,7,OV,SARC,0.6,False,,OV
TEST_0759,13,BRCA,STES,0.25,False,,SARC
TEST_0760,25,BRCA,COAD,0.3,False,,BRCA
TEST_0761,42,STES,COAD,0.22222222,False,,BLCA
TEST_0762,16,OV,UCEC,0.5,False,,OV
TEST_0763,50,STES,COAD,0.1923077,False,,STES
TEST_0764,41,STES,COAD,0.2173913,False,,STES
TEST_0765,32,CESC,COAD,0.25,False,,CESC
TEST_0766,1017,ACC,PAAD,0.550173,False,,ACC
TEST_0767,5,PRAD,PRAD,1.0,False,,PRAD
TEST_0768,46,COAD,COAD,0.23809524,False,,STES
TEST_0769,31,ACC,BRCA,0.25,False,,ACC
TEST_0770,26,KIPAN,LUAD,0.3125,False,,KIPAN
TEST_0771,12,BRCA,BRCA,0.5,False,,SARC
TEST_0772,2,BRCA,BRCA,0.5,False,,PRAD
TEST_0773,15,ACC,KIPAN,0.4,False,,ACC
TEST_0774,16,TGCT,KIPAN,0.23076923,False,,TGCT
TEST_0775,51,STES,OV,0.1923077,False,,STES
TEST_0776,17,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0777,64,STES,COAD,0.2,False,,STES
TEST_0778,24,OV,TGCT,0.21428572,False,,OV
TEST_0779,35,STES,COAD,0.2857143,False,,KIRC
TEST_0780,2,THCA,THCA,0.5,False,,THCA
TEST_0781,58,STES,COAD,0.15384616,False,,STES
TEST_0782,9,OV,BRCA,0.33333334,False,,OV
TEST_0783,10,KIPAN,KIPAN,0.33333334,False,,SARC
TEST_0784,17,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0785,7,PRAD,SARC,1.0,False,,PRAD
TEST_0786,19,LIHC,STES,0.33333334,False,,LIHC
TEST_0787,0,THYM,KIPAN,0.0,False,,THYM
TEST_0788,101,STES,SARC,0.1980198,False,,STES
TEST_0789,13,UCEC,UCEC,0.42857143,False,,UCEC
TEST_0790,7,OV,BRCA,0.75,False,,SARC
TEST_0791,12,BRCA,GBMLGG,0.5,False,,GBMLGG
TEST_0792,59,STES,LUSC,0.18181819,False,,LUSC
TEST_0793,30,KIPAN,KIPAN,0.25,False,,KIPAN
TEST_0794,19,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0795,37,LUAD,OV,0.15384616,False,,PAAD
TEST_0796,2,LAML,KIPAN,0.0,False,,LAML
TEST_0797,46,STES,SKCM,0.19354838,False,,STES
TEST_0798,1,BRCA,KIPAN,0.0,False,,THYM
TEST_0799,35,STES,COAD,0.21052632,False,,STES
TEST_0800,15,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0801,11,TGCT,KIPAN,0.33333334,False,,SARC
TEST_0802,19,TGCT,BRCA,0.2857143,False,,TGCT
TEST_0803,57,COAD,STES,0.22222222,False,,COAD
TEST_0804,26,UCEC,HNSC,0.3,False,,UCEC
TEST_0805,50,HNSC,SARC,0.26666668,False,,HNSC
TEST_0806,30,UCEC,UCEC,0.2857143,False,,UCEC
TEST_0807,126,STES,COAD,0.17142858,False,,LUSC
TEST_0808,43,LUAD,STES,0.22580644,False,,LUSC
TEST_0809,26,STES,CESC,0.25,False,,STES
TEST_0810,159,ACC,STES,0.1744186,False,,ACC
TEST_0811,22,HNSC,KIPAN,0.33333334,False,,HNSC
TEST_0812,3,BRCA,THCA,1.0,False,,PRAD
TEST_0813,982,COAD,UCEC,0.59489053,False,,UCEC
TEST_0814,34,KIPAN,DLBC,0.2857143,False,,KIPAN
TEST_0815,14,SARC,KIPAN,0.5,False,,SARC
TEST_0816,50,STES,LUAD,0.20833333,False,,STES
TEST_0817,49,STES,KIPAN,0.16666667,False,,LUAD
TEST_0818,42,COAD,BRCA,0.21052632,False,,COAD
TEST_0819,15,GBMLGG,GBMLGG,0.2857143,False,,GBMLGG
TEST_0820,31,STES,OV,0.3125,False,,KIPAN
TEST_0821,5,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0822,15,COAD,UCEC,0.5,False,,COAD
TEST_0823,32,STES,BRCA,0.13333334,False,,KIPAN
TEST_0824,13,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0825,20,KIPAN,GBMLGG,0.22222222,False,,KIPAN
TEST_0826,34,BRCA,BRCA,0.16666667,False,,BRCA
TEST_0827,15,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0828,15,BRCA,BRCA,0.33333334,False,,BRCA
TEST_0829,64,STES,COAD,0.18181819,False,,STES
TEST_0830,10,BRCA,UCEC,0.6,False,,BRCA
TEST_0831,36,STES,COAD,0.29411766,False,,STES
TEST_0832,8,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_0833,8,BRCA,KIPAN,0.5,False,,SARC
TEST_0834,14,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0835,67,COAD,LUAD,0.1724138,False,,LUAD
TEST_0836,11,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0837,23,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0838,37,CESC,STES,0.1904762,False,,CESC
TEST_0839,103,SKCM,ACC,0.14035088,False,,LUSC
TEST_0840,14,BRCA,UCEC,0.5,False,,BRCA
TEST_0841,55,STES,COAD,0.25,False,,STES
TEST_0842,8,THCA,THCA,0.5,False,,THCA
TEST_0843,12,OV,OV,0.6,False,,OV
TEST_0844,10,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0845,17,PAAD,STES,0.33333334,False,,PAAD
TEST_0846,12,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0847,113,LUAD,BLCA,0.15476191,False,,BLCA
TEST_0848,358,STES,UCEC,0.3022388,False,,STES
TEST_0849,115,LUSC,LUSC,0.23913044,False,,LUSC
TEST_0850,71,STES,LUAD,0.18181819,False,,STES
TEST_0851,39,SKCM,COAD,0.21052632,False,,SKCM
TEST_0852,3,BRCA,BRCA,1.0,False,,BRCA
TEST_0853,35,BRCA,TGCT,0.22222222,False,,CESC
TEST_0854,22,KIPAN,KIRC,1.0,True,KIRC,KIPAN
TEST_0855,0,THYM,KIPAN,0.0,False,,THYM
TEST_0856,3,BRCA,KIPAN,0.0,False,,PRAD
TEST_0857,9,BRCA,PRAD,0.5,False,,SARC
TEST_0858,98,DLBC,LUAD,0.2,False,,DLBC
TEST_0859,37,LUSC,HNSC,0.225,False,,LUSC
TEST_0860,15,KIRC,KIPAN,1.0,True,KIPAN,KIRC
TEST_0861,53,LUSC,LIHC,0.1923077,False,,LUSC
TEST_0862,35,STES,COAD,0.18181819,False,,STES
TEST_0863,58,STES,OV,0.17857143,False,,LUSC
TEST_0864,4,LAML,KIPAN,0.0,False,,LAML
TEST_0865,6,PRAD,PCPG,0.5,False,,PRAD
TEST_0866,44,STES,STES,0.25,False,,BLCA
TEST_0867,57,STES,PAAD,0.21428572,False,,STES
TEST_0868,47,STES,COAD,0.18518518,False,,STES
TEST_0869,2,THYM,KIPAN,1.0,False,,THYM
TEST_0870,51,STES,KIPAN,0.2173913,False,,LUSC
TEST_0871,41,STES,COAD,0.3181818,False,,STES
TEST_0872,14,SARC,SARC,0.33333334,False,,SARC
TEST_0873,8,BRCA,BRCA,0.5,False,,PRAD
TEST_0874,41,LIHC,KIRC,0.2,False,,LIHC
TEST_0875,8,PRAD,PRAD,0.2857143,False,,PRAD
TEST_0876,47,STES,TGCT,0.14285715,False,,LUSC
TEST_0877,21,KIPAN,BRCA,0.4,False,,CESC
TEST_0878,2,PCPG,KIPAN,0.0,False,,PRAD
TEST_0879,21,TGCT,THCA,0.33333334,False,,LUAD
TEST_0880,1,LAML,KIPAN,0.0,False,,THYM
TEST_0881,23,HNSC,OV,0.42857143,False,,HNSC
TEST_0882,31,COAD,OV,0.22222222,False,,BRCA
TEST_0883,134,SKCM,SKCM,0.22619048,False,,SKCM
TEST_0884,12,LGG,GBMLGG,1.0,True,GBMLGG,LGG
TEST_0885,10,PRAD,BRCA,0.33333334,False,,PRAD
TEST_0886,5,GBMLGG,LGG,1.0,True,LGG,GBMLGG
TEST_0887,6,BRCA,BRCA,1.0,False,,BRCA
TEST_0888,29,BRCA,OV,0.2857143,False,,BRCA
TEST_0889,36,STES,COAD,0.25,False,,COAD
TEST_0890,49,LUAD,COAD,0.21052632,False,,LUAD
